token,centrality,length,label
MINUS INT SQUT UNION ALL SELECT INT CMMA INT HASH,0.4444444444444444 0.5555555555555556 0.6666666666666666 0.7777777777777777 0.8888888888888888 0.8888888888888888 0.7777777777777777 0.6666666666666666 0.5555555555555556 0.4444444444444444,62,threat
MINUS INT SQUT UNION ALL SELECT INT CMMA INT CMMA INT HASH,0.36363636363636365 0.4545454545454546 0.5454545454545454 0.6363636363636364 0.7272727272727273 0.7272727272727273 0.7272727272727273 0.7272727272727273 0.6363636363636364 0.5454545454545454 0.4545454545454546 0.36363636363636365,69,threat
MINUS INT SQUT UNION ALL SELECT INT CMMA INT CMMA INT CMMA INT HASH,0.3076923076923077 0.38461538461538464 0.46153846153846156 0.5384615384615385 0.6153846153846154 0.6153846153846154 0.6153846153846154 0.6153846153846154 0.6153846153846154 0.6153846153846154 0.5384615384615385 0.46153846153846156 0.38461538461538464 0.3076923076923077,76,threat
MINUS INT SQUT UNION ALL SELECT INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT HASH,0.23529411764705882 0.29411764705882354 0.3529411764705882 0.4117647058823529 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.4117647058823529 0.3529411764705882 0.29411764705882354 0.23529411764705882,90,threat
MINUS INT SQUT UNION ALL SELECT INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT HASH,0.21052631578947367 0.2631578947368421 0.3157894736842105 0.3684210526315789 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.3684210526315789 0.3157894736842105 0.2631578947368421 0.21052631578947367,97,threat
MINUS INT SQUT UNION ALL SELECT INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT HASH,0.19047619047619047 0.23809523809523808 0.2857142857142857 0.3333333333333333 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.38095238095238093 0.3333333333333333 0.2857142857142857 0.23809523809523808 0.19047619047619047,104,threat
MINUS INT SQUT UNION ALL SELECT INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT HASH,0.16 0.2 0.24 0.28 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.28 0.24 0.2 0.16,118,threat
MINUS INT DQUT RPRN ORDER BY INT HASH,0.5714285714285714 0.7142857142857142 0.8571428571428571 1.0 1.0 0.8571428571428571 0.7142857142857142 0.5714285714285714,45,threat
MINUS INT DQUT RPRN ORDER BY INT HASH,0.5714285714285714 0.7142857142857142 0.8571428571428571 1.0 1.0 0.8571428571428571 0.7142857142857142 0.5714285714285714,46,threat
MINUS INT DQUT RPRN UNION ALL SELECT INT HASH,0.5 0.625 0.75 0.875 1.0 0.875 0.75 0.625 0.5,58,threat
MINUS INT DQUT RPRN UNION ALL SELECT INT CMMA INT HASH,0.4 0.5 0.6000000000000001 0.7000000000000001 0.8 0.8 0.8 0.7000000000000001 0.6000000000000001 0.5 0.4,65,threat
MINUS INT DQUT RPRN UNION ALL SELECT INT CMMA INT CMMA INT CMMA INT HASH,0.2857142857142857 0.3571428571428571 0.42857142857142855 0.5 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5 0.42857142857142855 0.3571428571428571 0.2857142857142857,79,threat
MINUS INT DQUT RPRN UNION ALL SELECT INT CMMA INT CMMA INT CMMA INT CMMA INT HASH,0.25 0.3125 0.375 0.4375 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.4375 0.375 0.3125 0.25,86,threat
MINUS INT DQUT RPRN UNION ALL SELECT INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT HASH,0.2222222222222222 0.2777777777777778 0.3333333333333333 0.38888888888888884 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.38888888888888884 0.3333333333333333 0.2777777777777778 0.2222222222222222,93,threat
MINUS INT DQUT RPRN UNION ALL SELECT INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT HASH,0.18181818181818182 0.2272727272727273 0.2727272727272727 0.3181818181818182 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.3181818181818182 0.2727272727272727 0.2272727272727273 0.18181818181818182,107,threat
MINUS INT DQUT RPRN UNION ALL SELECT INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT HASH,0.15384615384615385 0.19230769230769232 0.23076923076923078 0.2692307692307693 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.2692307692307693 0.23076923076923078 0.19230769230769232 0.15384615384615385,121,threat
MINUS INT DQUT RPRN RPRN ORDER BY INT HASH,0.5 0.625 0.75 0.875 1.0 0.875 0.75 0.625 0.5,48,threat
MINUS INT DQUT RPRN RPRN ORDER BY INT HASH,0.5 0.625 0.75 0.875 1.0 0.875 0.75 0.625 0.5,49,threat
MINUS INT DQUT RPRN RPRN UNION ALL SELECT INT HASH,0.4444444444444444 0.5555555555555556 0.6666666666666666 0.7777777777777777 0.8888888888888888 0.8888888888888888 0.7777777777777777 0.6666666666666666 0.5555555555555556 0.4444444444444444,61,threat
MINUS INT DQUT RPRN RPRN UNION ALL SELECT INT CMMA INT HASH,0.36363636363636365 0.4545454545454546 0.5454545454545454 0.6363636363636364 0.7272727272727273 0.7272727272727273 0.7272727272727273 0.7272727272727273 0.6363636363636364 0.5454545454545454 0.4545454545454546 0.36363636363636365,68,threat
MINUS INT DQUT RPRN RPRN UNION ALL SELECT INT CMMA INT CMMA INT HASH,0.3076923076923077 0.38461538461538464 0.46153846153846156 0.5384615384615385 0.6153846153846154 0.6153846153846154 0.6153846153846154 0.6153846153846154 0.6153846153846154 0.6153846153846154 0.5384615384615385 0.46153846153846156 0.38461538461538464 0.3076923076923077,75,threat
MINUS INT DQUT RPRN RPRN UNION ALL SELECT INT CMMA INT CMMA INT CMMA INT CMMA INT HASH,0.23529411764705882 0.29411764705882354 0.3529411764705882 0.4117647058823529 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.4117647058823529 0.3529411764705882 0.29411764705882354 0.23529411764705882,89,threat
MINUS INT DQUT RPRN RPRN UNION ALL SELECT INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT HASH,0.21052631578947367 0.2631578947368421 0.3157894736842105 0.3684210526315789 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.3684210526315789 0.3157894736842105 0.2631578947368421 0.21052631578947367,96,threat
MINUS INT DQUT RPRN RPRN UNION ALL SELECT INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT HASH,0.17391304347826086 0.21739130434782608 0.2608695652173913 0.30434782608695654 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.30434782608695654 0.2608695652173913 0.21739130434782608 0.17391304347826086,110,threat
MINUS INT DQUT RPRN RPRN UNION ALL SELECT INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT HASH,0.16 0.2 0.24 0.28 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.28 0.24 0.2 0.16,117,threat
MINUS INT DQUT ORDER BY INT HASH,0.6666666666666666 0.8333333333333333 1.0 1.0 1.0 0.8333333333333333 0.6666666666666666,42,threat
MINUS INT DQUT ORDER BY INT HASH,0.6666666666666666 0.8333333333333333 1.0 1.0 1.0 0.8333333333333333 0.6666666666666666,43,threat
MINUS INT DQUT UNION ALL SELECT INT HASH,0.5714285714285714 0.7142857142857142 0.8571428571428571 1.0 1.0 0.8571428571428571 0.7142857142857142 0.5714285714285714,55,threat
MINUS INT DQUT UNION ALL SELECT INT CMMA INT CMMA INT CMMA INT HASH,0.3076923076923077 0.38461538461538464 0.46153846153846156 0.5384615384615385 0.6153846153846154 0.6153846153846154 0.6153846153846154 0.6153846153846154 0.6153846153846154 0.6153846153846154 0.5384615384615385 0.46153846153846156 0.38461538461538464 0.3076923076923077,76,threat
MINUS INT DQUT UNION ALL SELECT INT CMMA INT CMMA INT CMMA INT CMMA INT HASH,0.26666666666666666 0.3333333333333333 0.4 0.4666666666666667 0.5333333333333333 0.5333333333333333 0.5333333333333333 0.5333333333333333 0.5333333333333333 0.5333333333333333 0.5333333333333333 0.5333333333333333 0.4666666666666667 0.4 0.3333333333333333 0.26666666666666666,83,threat
MINUS INT DQUT UNION ALL SELECT INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT HASH,0.23529411764705882 0.29411764705882354 0.3529411764705882 0.4117647058823529 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.4117647058823529 0.3529411764705882 0.29411764705882354 0.23529411764705882,90,threat
MINUS INT DQUT UNION ALL SELECT INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT HASH,0.17391304347826086 0.21739130434782608 0.2608695652173913 0.30434782608695654 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.34782608695652173 0.30434782608695654 0.2608695652173913 0.21739130434782608 0.17391304347826086,111,threat
MINUS INT DQUT UNION ALL SELECT INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT HASH,0.16 0.2 0.24 0.28 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.28 0.24 0.2 0.16,118,threat
MINUS INT DQUT RPRN ORDER BY INT HASH,0.5714285714285714 0.7142857142857142 0.8571428571428571 1.0 1.0 0.8571428571428571 0.7142857142857142 0.5714285714285714,45,threat
MINUS INT DQUT RPRN ORDER BY INT HASH,0.5714285714285714 0.7142857142857142 0.8571428571428571 1.0 1.0 0.8571428571428571 0.7142857142857142 0.5714285714285714,46,threat
MINUS INT DQUT RPRN UNION ALL SELECT INT HASH,0.5 0.625 0.75 0.875 1.0 0.875 0.75 0.625 0.5,58,threat
MINUS INT DQUT RPRN UNION ALL SELECT INT CMMA INT HASH,0.4 0.5 0.6000000000000001 0.7000000000000001 0.8 0.8 0.8 0.7000000000000001 0.6000000000000001 0.5 0.4,65,threat
MINUS INT DQUT RPRN UNION ALL SELECT INT CMMA INT CMMA INT CMMA INT HASH,0.2857142857142857 0.3571428571428571 0.42857142857142855 0.5 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5714285714285714 0.5 0.42857142857142855 0.3571428571428571 0.2857142857142857,79,threat
MINUS INT DQUT RPRN UNION ALL SELECT INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT HASH,0.2222222222222222 0.2777777777777778 0.3333333333333333 0.38888888888888884 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.4444444444444444 0.38888888888888884 0.3333333333333333 0.2777777777777778 0.2222222222222222,93,threat
MINUS INT DQUT RPRN UNION ALL SELECT INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT HASH,0.2 0.25 0.30000000000000004 0.35000000000000003 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.35000000000000003 0.30000000000000004 0.25 0.2,100,threat
MINUS INT DQUT RPRN UNION ALL SELECT INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT HASH,0.18181818181818182 0.2272727272727273 0.2727272727272727 0.3181818181818182 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.36363636363636365 0.3181818181818182 0.2727272727272727 0.2272727272727273 0.18181818181818182,107,threat
MINUS INT DQUT RPRN UNION ALL SELECT INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT HASH,0.16666666666666666 0.20833333333333331 0.25 0.29166666666666663 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.3333333333333333 0.29166666666666663 0.25 0.20833333333333331 0.16666666666666666,114,threat
MINUS INT DQUT RPRN UNION ALL SELECT INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT HASH,0.15384615384615385 0.19230769230769232 0.23076923076923078 0.2692307692307693 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.3076923076923077 0.2692307692307693 0.23076923076923078 0.19230769230769232 0.15384615384615385,121,threat
MINUS INT DQUT ORDER BY INT HASH,0.6666666666666666 0.8333333333333333 1.0 1.0 1.0 0.8333333333333333 0.6666666666666666,42,threat
MINUS INT DQUT ORDER BY INT HASH,0.6666666666666666 0.8333333333333333 1.0 1.0 1.0 0.8333333333333333 0.6666666666666666,43,threat
MINUS INT DQUT UNION ALL SELECT INT HASH,0.5714285714285714 0.7142857142857142 0.8571428571428571 1.0 1.0 0.8571428571428571 0.7142857142857142 0.5714285714285714,55,threat
MINUS INT DQUT UNION ALL SELECT INT CMMA INT HASH,0.4444444444444444 0.5555555555555556 0.6666666666666666 0.7777777777777777 0.8888888888888888 0.8888888888888888 0.7777777777777777 0.6666666666666666 0.5555555555555556 0.4444444444444444,62,threat
MINUS INT DQUT UNION ALL SELECT INT CMMA INT CMMA INT HASH,0.36363636363636365 0.4545454545454546 0.5454545454545454 0.6363636363636364 0.7272727272727273 0.7272727272727273 0.7272727272727273 0.7272727272727273 0.6363636363636364 0.5454545454545454 0.4545454545454546 0.36363636363636365,69,threat
MINUS INT DQUT UNION ALL SELECT INT CMMA INT CMMA INT CMMA INT HASH,0.3076923076923077 0.38461538461538464 0.46153846153846156 0.5384615384615385 0.6153846153846154 0.6153846153846154 0.6153846153846154 0.6153846153846154 0.6153846153846154 0.6153846153846154 0.5384615384615385 0.46153846153846156 0.38461538461538464 0.3076923076923077,76,threat
MINUS INT DQUT UNION ALL SELECT INT CMMA INT CMMA INT CMMA INT CMMA INT HASH,0.26666666666666666 0.3333333333333333 0.4 0.4666666666666667 0.5333333333333333 0.5333333333333333 0.5333333333333333 0.5333333333333333 0.5333333333333333 0.5333333333333333 0.5333333333333333 0.5333333333333333 0.4666666666666667 0.4 0.3333333333333333 0.26666666666666666,83,threat
MINUS INT DQUT UNION ALL SELECT INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT HASH,0.21052631578947367 0.2631578947368421 0.3157894736842105 0.3684210526315789 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.3684210526315789 0.3157894736842105 0.2631578947368421 0.21052631578947367,97,threat
MINUS INT DQUT UNION ALL SELECT INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT HASH,0.16 0.2 0.24 0.28 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.32 0.28 0.24 0.2 0.16,118,threat
MINUS INT PRCNT SQUT RPRN ORDER BY INT HASH,0.5 0.625 0.75 0.875 1.0 0.875 0.75 0.625 0.5,48,threat
MINUS INT PRCNT SQUT RPRN ORDER BY INT HASH,0.5 0.625 0.75 0.875 1.0 0.875 0.75 0.625 0.5,49,threat
MINUS INT PRCNT SQUT RPRN UNION ALL SELECT INT HASH,0.4444444444444444 0.5555555555555556 0.6666666666666666 0.7777777777777777 0.8888888888888888 0.8888888888888888 0.7777777777777777 0.6666666666666666 0.5555555555555556 0.4444444444444444,61,threat
MINUS INT PRCNT SQUT RPRN UNION ALL SELECT INT CMMA INT CMMA INT HASH,0.3076923076923077 0.38461538461538464 0.46153846153846156 0.5384615384615385 0.6153846153846154 0.6153846153846154 0.6153846153846154 0.6153846153846154 0.6153846153846154 0.6153846153846154 0.5384615384615385 0.46153846153846156 0.38461538461538464 0.3076923076923077,75,threat
MINUS INT PRCNT SQUT RPRN UNION ALL SELECT INT CMMA INT CMMA INT CMMA INT HASH,0.26666666666666666 0.3333333333333333 0.4 0.4666666666666667 0.5333333333333333 0.5333333333333333 0.5333333333333333 0.5333333333333333 0.5333333333333333 0.5333333333333333 0.5333333333333333 0.5333333333333333 0.4666666666666667 0.4 0.3333333333333333 0.26666666666666666,82,threat
MINUS INT PRCNT SQUT RPRN UNION ALL SELECT INT CMMA INT CMMA INT CMMA INT CMMA INT HASH,0.23529411764705882 0.29411764705882354 0.3529411764705882 0.4117647058823529 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.47058823529411764 0.4117647058823529 0.3529411764705882 0.29411764705882354 0.23529411764705882,89,threat
MINUS INT PRCNT SQUT RPRN UNION ALL SELECT INT CMMA INT CMMA INT CMMA INT CMMA INT CMMA INT HASH,0.21052631578947367 0.2631578947368421 0.3157894736842105 0.3684210526315789 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.42105263157894735 0.3684210526315789 0.3157894736842105 0.2631578947368421 0.21052631578947367,96,threat
